input_g1 input_g2 meas_g1_mod meas_g1_mod_err meas_g1_mod_err_err meas_g2_mod meas_g2_mod_err meas_g2_mod_err_err n_pairs mag
-0.005263157894736845 -0.005000000000000009 -0.004477929943284215 0.00012942309520973944 2.607491460518412e-06 0.001689277709129292 0.0014879188810313119 2.086176025081654e-05 632500.0 24.5
0.005263157894736831 0.005 0.006279273540566364 0.0002990235981743976 5.555081790079506e-06 0.00011134561692794232 0.000944185077330468 1.7475389456670853e-05 632688.0 21.5
0.005263157894736831 0.005 0.00644872330047927 0.0002427311056518502 4.025197017756746e-06 0.00011134561692794232 0.0009697047961922643 2.1088968543060368e-05 632688.0 22.5
0.005263157894736831 0.005 0.006313459056055272 0.00020381100275192022 4.503682759772354e-06 0.00011134561692794232 0.0009129076514590911 1.4141168317942587e-05 632688.0 23.5
0.005263157894736831 0.005 0.005539217043850527 0.00021161434729484221 3.7373944908422406e-06 0.00011134561692794232 0.0009566259272548282 2.3081767042725724e-05 632688.0 24.5
0.005263157894736831 0.005 0.00594623657520574 0.00012630812368744223 5.37053705879362e-06 0.00011134561692794232 0.0009411984960214759 1.698532664088154e-05 632688.0 24.5
0.01578947368421052 0.014999999999999996 0.017099115308042524 0.00029169439253042413 4.7384556306042325e-06 0.005379540680306865 0.004750951660889723 6.488288121542934e-05 632524.0 21.5
0.01578947368421052 0.014999999999999996 0.017063082883429583 0.0002441990331135369 4.551843817823548e-06 0.005379540680306865 0.00478321174211253 0.00013068501419565205 632524.0 22.5
0.01578947368421052 0.014999999999999996 0.016825444585595994 0.00020896031980892685 7.2503879458368786e-06 0.005379540680306865 0.004778401404195089 0.0001192580631267952 632524.0 23.5
0.01578947368421052 0.014999999999999996 0.016133864508132107 0.00022610709539429183 4.56638216298751e-06 0.005379540680306865 0.004795208429153794 9.410967829072102e-05 632524.0 24.5
0.01578947368421052 0.014999999999999996 0.016526776965279034 0.00012778288617341552 1.5179164148827184e-06 0.005379540680306865 0.00458930578000527 7.457826463461894e-05 632524.0 24.5
0.02631578947368421 0.02499999999999999 0.02855362539442089 0.0003041353205556853 5.921259285725161e-06 -0.00020407951614917342 0.0010872002695920264 2.4237494148586625e-05 632852.0 21.5
0.02631578947368421 0.02499999999999999 0.027916371878709104 0.00025868958716526415 4.76656380517584e-06 -0.00020407951614917342 0.0010734410332491574 2.4975883039911348e-05 632852.0 22.5
0.02631578947368421 0.02499999999999999 0.027837893132120293 0.00020690799868054214 4.08395924913384e-06 -0.00020407951614917342 0.0010714088988360224 3.627313256017994e-05 632852.0 23.5
0.02631578947368421 0.02499999999999999 0.026406372257052543 0.00021699363748826014 6.1838217433453215e-06 -0.00020407951614917342 0.0011085703626682862 2.966960104812215e-05 632852.0 24.5
0.02631578947368421 0.02499999999999999 0.02717596814162328 0.0001395379828054082 3.134935039340373e-06 -0.00020407951614917342 0.0011570225912603998 2.1298277249584122e-05 632852.0 24.5
0.0368421052631579 0.034999999999999996 0.039222085282622894 0.0003429883661099068 7.582597100121562e-06 -0.001569037466438616 0.0010045843034803637 1.7982959709429377e-05 632904.0 21.5
0.0368421052631579 0.034999999999999996 0.03928099271506359 0.0002744023727378351 6.1845553426690375e-06 -0.001569037466438616 0.0010058373441694266 1.6518486454790112e-05 632904.0 22.5
0.0368421052631579 0.034999999999999996 0.0383429172385479 0.000224681310724791 4.776321427258588e-06 -0.001569037466438616 0.000976729818246297 2.793241940362506e-05 632904.0 23.5
0.0368421052631579 0.034999999999999996 0.03669307564759894 0.00022111708569090902 3.351144461525666e-06 -0.001569037466438616 0.0009784711432920157 2.4534925749050693e-05 632904.0 24.5
0.0368421052631579 0.034999999999999996 0.037690501059924 0.00013698083979683977 3.138693700841074e-06 -0.001569037466438616 0.0009913662901881385 2.4391339189864588e-05 632904.0 24.5
0.04736842105263156 0.045000000000000005 0.04994839886516434 0.0003833627599931556 1.1832318289525681e-05 0.0010199171524392975 0.001285227483608849 2.6264926853513313e-05 632848.0 21.5
0.04736842105263156 0.045000000000000005 0.050470169198214204 0.0002744543949653485 7.1189546813886765e-06 0.0010199171524392975 0.0013206203371964517 3.479788184268828e-05 632848.0 22.5
0.04736842105263156 0.045000000000000005 0.05019455459806686 0.00021230652488020706 5.607620364875016e-06 0.0010199171524392975 0.001236959558263201 1.7860795672780672e-05 632848.0 23.5
0.04736842105263156 0.045000000000000005 0.04736488244972739 0.00021862346220466054 5.249524758821624e-06 0.0010199171524392975 0.0012478479693807355 2.409664323190818e-05 632848.0 24.5
0.04736842105263156 0.045000000000000005 0.048812074337324075 0.00013884294379530894 2.3091212842861974e-06 0.0010199171524392975 0.0012578425049355347 3.382181006808129e-05 632848.0 24.5
0.05789473684210525 0.054999999999999986 0.06127011026147391 0.0003669442086938352 4.937066503022146e-06 -0.0029440788587058488 0.001926482204965355 3.426134908216039e-05 632980.0 21.5
0.05789473684210525 0.054999999999999986 0.06149555414679555 0.00027987234331100123 9.035170532046332e-06 -0.0029440788587058488 0.0018691071752591564 2.8139457282444234e-05 632980.0 22.5
0.05789473684210525 0.054999999999999986 0.06099937166596486 0.0002164631951386404 4.483785044330624e-06 -0.0029440788587058488 0.001889536469228318 3.912540285769213e-05 632980.0 23.5
0.05789473684210525 0.054999999999999986 0.057220582342376584 0.00021687283874652808 4.4476310522179e-06 -0.0029440788587058488 0.0019431991226582228 3.5553099130768105e-05 632980.0 24.5
0.05789473684210525 0.054999999999999986 0.059205364770974225 0.00013918044294598223 4.435640005180009e-06 -0.0029440788587058488 0.0019165640514939662 2.3111428876061227e-05 632980.0 24.5
0.06842105263157894 0.065 0.07212119199554418 0.000397422814494507 6.535532244433442e-06 -0.00013247162175192273 0.0009031204661594516 2.5561180124692717e-05 633256.0 21.5
0.06842105263157894 0.065 0.07231328647642501 0.0003059584286460482 6.877213454679801e-06 -0.00013247162175192273 0.0009047791854984685 2.1088388948954403e-05 633256.0 22.5
0.06842105263157894 0.065 0.07168154518217869 0.0002200068691548842 4.153057486710865e-06 -0.00013247162175192273 0.0009131295248538253 2.4148153384797908e-05 633256.0 23.5
0.06842105263157894 0.065 0.06756182007713016 0.00022511249859186638 2.7795701033436456e-06 -0.00013247162175192273 0.00092079485220619 9.885269741821372e-06 633256.0 24.5
0.06842105263157894 0.065 0.06974531379884248 0.00014386216427385887 2.3849265553447726e-06 -0.00013247162175192273 0.000867782966822482 1.3945390137932344e-05 633256.0 24.5
0.07894736842105263 0.07500000000000001 0.08369691075368736 0.0004275768180117397 9.630324851637416e-06 -0.0026282263371875093 0.0028595439195769927 5.585619786903712e-05 633420.0 21.5
0.07894736842105263 0.07500000000000001 0.08321869236255384 0.00030639895700265425 4.8846678485950985e-06 -0.0026282263371875093 0.002867730099948061 5.18682902309906e-05 633420.0 22.5
0.07894736842105263 0.07500000000000001 0.08239876878451165 0.00023618133572123992 4.284142526223128e-06 -0.0026282263371875093 0.002926649584240274 6.222603838056798e-05 633420.0 23.5
0.07894736842105263 0.07500000000000001 0.07908327389786317 0.00022937439398749662 5.695861046916506e-06 -0.0026282263371875093 0.0028551117955130266 0.00010599248642424679 633420.0 24.5
0.07894736842105263 0.07500000000000001 0.08092263025195312 0.00014963758012287535 2.73606158064118e-06 -0.0026282263371875093 0.0029608333590610907 7.706658134633684e-05 633420.0 24.5
0.08947368421052632 0.08499999999999999 0.0944248189125039 0.0004445245632167834 1.1134285539315927e-05 0.0012012412458256374 0.0007705137667476713 1.8257365988970777e-05 634004.0 21.5
0.08947368421052632 0.08499999999999999 0.09423536556106125 0.00032002122518728985 5.941156526265494e-06 0.0012012412458256374 0.0007875938450646818 1.3475546637588131e-05 634004.0 22.5
0.08947368421052632 0.08499999999999999 0.09339748724049328 0.00024426312382729725 3.803247233206574e-06 0.0012012412458256374 0.0007733793732414094 1.71851584424377e-05 634004.0 23.5
0.08947368421052632 0.08499999999999999 0.08849239387485397 0.00023329712981334387 5.158756301999966e-06 0.0012012412458256374 0.0007454284583103713 1.6497549010950876e-05 634004.0 24.5
0.08947368421052632 0.08499999999999999 0.09111639171994351 0.0001502601553350881 1.6433039467124618e-06 0.0012012412458256374 0.0007750270731746253 1.6115078851927575e-05 634004.0 24.5
0.09999999999999998 0.095 0.10629960088837694 0.0004579428981867055 1.2841313864122919e-05 -0.0004958614103044827 0.0013658298186000491 3.617152277095325e-05 634060.0 21.5
0.09999999999999998 0.095 0.10543185670441213 0.0003458912816936449 6.966059455692022e-06 -0.0004958614103044827 0.0014195531713512544 2.6489011356212096e-05 634060.0 22.5
0.09999999999999998 0.095 0.1050560954183319 0.00024390611235606242 5.5538873446224194e-06 -0.0004958614103044827 0.0013246532101859072 2.7423188848020526e-05 634060.0 23.5
0.09999999999999998 0.095 0.09946442245639892 0.00024225534723612975 5.6456705983531554e-06 -0.0004958614103044827 0.001369046403690365 3.150905565174314e-05 634060.0 24.5
0.09999999999999998 0.095 0.10239253540112503 0.00015646569350195413 2.2202211625691204e-06 -0.0004958614103044827 0.0013801766998153132 3.3075512160282335e-05 634060.0 24.5
