shape (global)	 0.0015910	 0.0000037	 1.993016	 0.006474	 3.972114	 0.025805
both (global)	 0.0011056	 0.0000025	 2.868151	 0.009310	 8.226289	 0.053403
RM	 0.0018126	 0.0000095	 1.749347	 0.009978	 3.060214	 0.034908
no cancel	 0.0022769	 0.0000052	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0014257	 0.0000033	 1.597059	 0.005190	 2.550597	 0.016577
both (global)	 0.0009513	 0.0000022	 2.393512	 0.007804	 5.728900	 0.037357
RM	 0.0014257	 0.0000073	 1.597017	 0.008943	 2.550463	 0.028566
no cancel	 0.0021983	 0.0000051	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0019706	 0.0000045	 1.115538	 0.003613	 1.244425	 0.008061
both (global)	 0.0014785	 0.0000033	 1.486875	 0.004813	 2.210797	 0.014314
RM	 0.0020941	 0.0000108	 1.049735	 0.005913	 1.101943	 0.012414
no cancel	 0.0043160	 0.0000099	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0042894	 0.0000097	 1.006196	 0.003231	 1.012430	 0.006502
both (global)	 0.0033150	 0.0000075	 1.301944	 0.004196	 1.695059	 0.010925
RM	 0.0042948	 0.0000220	 1.004930	 0.005638	 1.009884	 0.011331
no cancel	 0.0014145	 0.0000033	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0012894	 0.0000029	 1.097089	 0.003533	 1.203603	 0.007752
both (global)	 0.0009796	 0.0000022	 1.443948	 0.004695	 2.084987	 0.013559
RM	 0.0011901	 0.0000053	 1.188585	 0.005959	 1.412735	 0.014166
no cancel	 0.0082188	 0.0000189	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0020449	 0.0000047	 4.019143	 0.013052	 16.153512	 0.104916
both (global)	 0.0016840	 0.0000038	 4.880412	 0.015817	 23.818420	 0.154388
RM	 0.0037271	 0.0000151	 2.205161	 0.010275	 4.862733	 0.045318
no cancel	 0.0051463	 0.0000117	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0017108	 0.0000039	 3.008161	 0.009749	 9.049034	 0.058656
both (global)	 0.0013119	 0.0000030	 3.922636	 0.012714	 15.387075	 0.099742
RM	 0.0023021	 0.0000097	 2.235457	 0.010693	 4.997268	 0.047809
no cancel	 0.0032164	 0.0000072	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0014005	 0.0000032	 2.296641	 0.007369	 5.274558	 0.033846
both (global)	 0.0009917	 0.0000023	 3.243319	 0.010451	 10.519117	 0.067794
RM	 0.0016671	 0.0000079	 1.929382	 0.010132	 3.722516	 0.039098
no cancel	 0.0023167	 0.0000052	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0013118	 0.0000031	 1.765995	 0.005742	 3.118737	 0.020279
both (global)	 0.0008643	 0.0000020	 2.680463	 0.008614	 7.184883	 0.046179
RM	 0.0012515	 0.0000066	 1.851157	 0.010686	 3.426782	 0.039564
no cancel	 0.0023475	 0.0000053	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0020151	 0.0000047	 1.164942	 0.003768	 1.357090	 0.008779
both (global)	 0.0014858	 0.0000034	 1.579904	 0.005048	 2.496097	 0.015952
RM	 0.0021930	 0.0000108	 1.070448	 0.005787	 1.145859	 0.012389
no cancel	 0.0044217	 0.0000103	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0043855	 0.0000100	 1.008270	 0.003289	 1.016609	 0.006632
both (global)	 0.0033050	 0.0000075	 1.337897	 0.004356	 1.789968	 0.011656
RM	 0.0048553	 0.0000241	 0.910701	 0.005000	 0.829376	 0.009107
no cancel	 0.0014124	 0.0000032	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0012919	 0.0000029	 1.093296	 0.003517	 1.195296	 0.007691
both (global)	 0.0009803	 0.0000023	 1.440779	 0.004681	 2.075844	 0.013490
RM	 0.0011924	 0.0000056	 1.184537	 0.006170	 1.403128	 0.014617
