g1 shear_index scene_index cancel_index mean_g1 std_g1 weight mag_auto blending_fraction blending_kron
-0.1 0.0 0.0 0.0 -0.1322574356745463 0.045796968154014475 40.0 20.5 15.0 15.0
-0.1 0.0 0.0 0.0 -0.08246930145666187 0.025459323671715998 122.0 21.5 5.737704918032787 21.311475409836067
-0.1 0.0 0.0 0.0 -0.12478049091320167 0.01490899697568355 341.0 22.5 4.105571847507331 13.489736070381232
-0.1 0.0 0.0 0.0 -0.09061145297578023 0.01062634432786105 751.0 23.5 5.326231691078562 12.383488681757656
-0.1 0.0 0.0 0.0 -0.09504396522775213 0.011265383136446849 1318.0 24.5 2.200303490136571 7.056145675265554
-0.1 0.0 0.0 0.0 -0.07503210079827749 0.016895521520167184 1006.0 25.5 0.4970178926441352 3.1809145129224654
-0.1 0.0 0.0 0.0 -0.09130831200786803 0.006917660581946502 3578.0 26.5 2.8228060368921186 8.272778088317496
-0.08947368421052632 1.0 0.0 0.0 -0.12585848003016928 0.0416032003988817 52.0 20.5 17.307692307692307 13.461538461538462
-0.08947368421052632 1.0 0.0 0.0 -0.11122052820368869 0.026511698991002884 122.0 21.5 12.295081967213115 15.573770491803279
-0.08947368421052632 1.0 0.0 0.0 -0.12139204968089708 0.014782423825915937 329.0 22.5 4.25531914893617 13.069908814589665
-0.08947368421052632 1.0 0.0 0.0 -0.06570417086717414 0.01037814861127444 696.0 23.5 4.022988505747127 9.770114942528735
-0.08947368421052632 1.0 0.0 0.0 -0.07607831475852794 0.011142294612922073 1318.0 24.5 1.5933232169954477 7.738998482549317
-0.08947368421052632 1.0 0.0 0.0 -0.06166639238287808 0.018935396107265526 993.0 25.5 0.10070493454179255 3.4239677744209467
-0.08947368421052632 1.0 0.0 0.0 -0.07615030745268517 0.007327076610113987 3510.0 26.5 2.507122507122507 7.777777777777778
-0.07894736842105264 2.0 0.0 0.0 -0.0823275126451843 0.036434697556069824 43.0 20.5 0.0 6.976744186046512
-0.07894736842105264 2.0 0.0 0.0 -0.062369437470647784 0.022758290198126405 126.0 21.5 3.1746031746031744 12.698412698412698
-0.07894736842105264 2.0 0.0 0.0 -0.07271360363213905 0.01369027877992664 343.0 22.5 6.705539358600583 15.160349854227405
-0.07894736842105264 2.0 0.0 0.0 -0.08438241459301145 0.010724442749493805 741.0 23.5 3.1039136302294197 11.470985155195681
-0.07894736842105264 2.0 0.0 0.0 -0.0820989987096041 0.01120709661873146 1321.0 24.5 1.7411052233156699 5.601816805450416
-0.07894736842105264 2.0 0.0 0.0 -0.06274983093285919 0.020511734988903227 979.0 25.5 0.20429009193054137 3.4729315628192032
-0.07894736842105264 2.0 0.0 0.0 -0.07564076251138359 0.007544824010212376 3553.0 26.5 2.110892203771461 7.430340557275541
-0.06842105263157894 3.0 0.0 0.0 -0.004844694597219738 0.03380090180589671 48.0 20.5 2.0833333333333335 14.583333333333334
-0.06842105263157894 3.0 0.0 0.0 -0.08226886211100538 0.025168088392920736 122.0 21.5 4.098360655737705 14.754098360655737
-0.06842105263157894 3.0 0.0 0.0 -0.06782401753853295 0.015137568813569485 299.0 22.5 4.013377926421405 16.722408026755854
-0.06842105263157894 3.0 0.0 0.0 -0.05667971241098869 0.010656614384200722 744.0 23.5 3.225806451612903 8.736559139784946
-0.06842105263157894 3.0 0.0 0.0 -0.0698743490506648 0.011120009397327773 1320.0 24.5 1.6666666666666667 7.5
-0.06842105263157894 3.0 0.0 0.0 -0.07683632831885821 0.01793853080393981 955.0 25.5 0.10471204188481675 2.303664921465969
-0.06842105263157894 3.0 0.0 0.0 -0.06832891860303705 0.0070502768068378555 3488.0 26.5 1.863532110091743 7.4827981651376145
-0.05789473684210527 4.0 0.0 0.0 -0.07245911335572601 0.04158784731465377 50.0 20.5 10.0 20.0
-0.05789473684210527 4.0 0.0 0.0 -0.05194863369722631 0.02445210054441259 136.0 21.5 6.617647058823529 14.705882352941176
-0.05789473684210527 4.0 0.0 0.0 -0.0564692897195017 0.016108300043183435 301.0 22.5 5.3156146179401995 16.27906976744186
-0.05789473684210527 4.0 0.0 0.0 -0.06516501512473676 0.010372774051102492 758.0 23.5 3.6939313984168867 8.443271767810026
-0.05789473684210527 4.0 0.0 0.0 -0.06382068375118773 0.00984326583456949 1312.0 24.5 1.600609756097561 6.402439024390244
-0.05789473684210527 4.0 0.0 0.0 -0.06914769978185498 0.017810236135539857 969.0 25.5 0.41279669762641896 2.7863777089783284
-0.05789473684210527 4.0 0.0 0.0 -0.064610653911204 0.006743663904671378 3526.0 26.5 2.3539421440726036 7.203630175836642
-0.04736842105263159 5.0 0.0 0.0 -0.04862403932825795 0.03647973125782048 49.0 20.5 6.122448979591836 20.408163265306122
-0.04736842105263159 5.0 0.0 0.0 -0.053258176994599386 0.025693276289874167 140.0 21.5 5.714285714285714 16.428571428571427
-0.04736842105263159 5.0 0.0 0.0 -0.055653073020359156 0.016028924909402397 327.0 22.5 7.6452599388379205 17.431192660550458
-0.04736842105263159 5.0 0.0 0.0 -0.04844979860181213 0.010192857424164514 736.0 23.5 4.076086956521739 9.782608695652174
-0.04736842105263159 5.0 0.0 0.0 -0.058055075843005254 0.009868469608409132 1302.0 24.5 1.9201228878648233 6.912442396313364
-0.04736842105263159 5.0 0.0 0.0 -0.037850691305297765 0.02009172437558037 933.0 25.5 0.4287245444801715 4.394426580921758
-0.04736842105263159 5.0 0.0 0.0 -0.050071331542975446 0.007121197054253677 3487.0 26.5 2.7244049326068254 8.40263837109263
-0.036842105263157884 6.0 0.0 0.0 -0.013455319521017372 0.03915260800992505 40.0 20.5 12.5 22.5
-0.036842105263157884 6.0 0.0 0.0 -0.0232993244201005 0.022815064006575944 124.0 21.5 9.67741935483871 18.548387096774192
-0.036842105263157884 6.0 0.0 0.0 -0.0350284658233731 0.015337719149133705 340.0 22.5 4.705882352941177 13.529411764705882
-0.036842105263157884 6.0 0.0 0.0 -0.044261375873102964 0.010410344032599198 691.0 23.5 4.775687409551375 9.985528219971057
-0.036842105263157884 6.0 0.0 0.0 -0.027760880291687152 0.009549339643192782 1313.0 24.5 1.6755521706016756 7.996953541507997
-0.036842105263157884 6.0 0.0 0.0 -0.06901319074009415 0.020572880412023785 1048.0 25.5 0.19083969465648856 3.2442748091603053
-0.036842105263157884 6.0 0.0 0.0 -0.04350322773785097 0.0075067786320012105 3556.0 26.5 2.530933633295838 8.042744656917884
-0.02631578947368421 7.0 0.0 0.0 0.006727106051474083 0.043514240635263095 41.0 20.5 7.317073170731708 19.51219512195122
