RM	 0.0003450	 0.0000015	 0.429355	 0.002099	 0.184345	 0.001803
no cancel	 0.0002714	 0.0000006	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0002624	 0.0000006	 1.034230	 0.003379	 1.069631	 0.006990
both (global)	 0.0002029	 0.0000005	 1.337511	 0.004361	 1.788936	 0.011667
RM	 0.0007076	 0.0000034	 0.383536	 0.002046	 0.147100	 0.001570
no cancel	 0.0000872	 0.0000002	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0000790	 0.0000002	 1.104041	 0.003617	 1.218906	 0.007987
both (global)	 0.0000602	 0.0000001	 1.447104	 0.004706	 2.094111	 0.013621
RM	 0.0002251	 0.0000012	 0.387341	 0.002227	 0.150033	 0.001725
no cancel	 0.0004608	 0.0000011	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0001418	 0.0000003	 3.249616	 0.010627	 10.560002	 0.069066
both (global)	 0.0001037	 0.0000002	 4.445905	 0.014438	 19.766075	 0.128376
RM	 0.0005364	 0.0000023	 0.859088	 0.004113	 0.738032	 0.007067
no cancel	 0.0002903	 0.0000007	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0001147	 0.0000003	 2.531694	 0.008229	 6.409476	 0.041669
both (global)	 0.0000823	 0.0000002	 3.527521	 0.011462	 12.443403	 0.080867
RM	 0.0004092	 0.0000016	 0.709508	 0.003183	 0.503402	 0.004517
no cancel	 0.0001871	 0.0000004	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0000946	 0.0000002	 1.978826	 0.006440	 3.915754	 0.025486
both (global)	 0.0000639	 0.0000001	 2.930926	 0.009530	 8.590328	 0.055865
RM	 0.0003302	 0.0000015	 0.566775	 0.002914	 0.321234	 0.003303
no cancel	 0.0001343	 0.0000003	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0000863	 0.0000002	 1.554986	 0.005058	 2.417982	 0.015732
both (global)	 0.0000577	 0.0000001	 2.328559	 0.007607	 5.422188	 0.035426
RM	 0.0002787	 0.0000014	 0.481723	 0.002658	 0.232057	 0.002561
no cancel	 0.0001358	 0.0000003	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0001198	 0.0000003	 1.134341	 0.003679	 1.286729	 0.008347
both (global)	 0.0000882	 0.0000002	 1.540685	 0.004993	 2.373709	 0.015385
RM	 0.0003557	 0.0000015	 0.381892	 0.001797	 0.145841	 0.001372
no cancel	 0.0002612	 0.0000006	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0002642	 0.0000006	 0.988830	 0.003205	 0.977786	 0.006338
both (global)	 0.0002001	 0.0000005	 1.305850	 0.004240	 1.705244	 0.011075
RM	 0.0006676	 0.0000031	 0.391336	 0.002035	 0.153144	 0.001593
no cancel	 0.0000869	 0.0000002	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0000796	 0.0000002	 1.091060	 0.003534	 1.190413	 0.007712
both (global)	 0.0000592	 0.0000001	 1.467560	 0.004774	 2.153734	 0.014011
RM	 0.0002242	 0.0000011	 0.387582	 0.002105	 0.150220	 0.001632
no cancel	 0.0004910	 0.0000011	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0001159	 0.0000003	 4.238186	 0.013880	 17.962224	 0.117654
both (global)	 0.0000891	 0.0000002	 5.510282	 0.018052	 30.363212	 0.198945
RM	 0.0004608	 0.0000023	 1.065641	 0.005772	 1.135591	 0.012303
no cancel	 0.0003054	 0.0000007	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0000990	 0.0000002	 3.083915	 0.010049	 9.510530	 0.061979
both (global)	 0.0000723	 0.0000002	 4.221395	 0.013798	 17.820177	 0.116493
RM	 0.0003452	 0.0000019	 0.884494	 0.005166	 0.782329	 0.009139
no cancel	 0.0001914	 0.0000004	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0000830	 0.0000002	 2.306033	 0.007456	 5.317789	 0.034387
both (global)	 0.0000571	 0.0000001	 3.351809	 0.010848	 11.234621	 0.072722
RM	 0.0003120	 0.0000016	 0.613437	 0.003455	 0.376305	 0.004239
no cancel	 0.0001372	 0.0000003	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0000782	 0.0000002	 1.754353	 0.005723	 3.077755	 0.020079
both (global)	 0.0000518	 0.0000001	 2.647353	 0.008567	 7.008476	 0.045362
RM	 0.0002868	 0.0000016	 0.478328	 0.002828	 0.228798	 0.002705
no cancel	 0.0001428	 0.0000003	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0001210	 0.0000003	 1.180101	 0.003853	 1.392638	 0.009095
both (global)	 0.0000898	 0.0000002	 1.590039	 0.005117	 2.528225	 0.016272
RM	 0.0003450	 0.0000015	 0.413728	 0.002023	 0.171171	 0.001674
no cancel	 0.0002688	 0.0000006	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0002689	 0.0000006	 0.999693	 0.003283	 0.999386	 0.006564
both (global)	 0.0002001	 0.0000005	 1.343633	 0.004396	 1.805348	 0.011813
RM	 0.0007076	 0.0000034	 0.379923	 0.002031	 0.144342	 0.001543
no cancel	 0.0000873	 0.0000002	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0000801	 0.0000002	 1.089867	 0.003540	 1.187810	 0.007717
both (global)	 0.0000597	 0.0000001	 1.460780	 0.004767	 2.133879	 0.013928
RM	 0.0002251	 0.0000012	 0.387727	 0.002226	 0.150332	 0.001726
