shape (global)	 0.0217997	 0.0000501	 1.034031	 0.003356	 1.069219	 0.006941
both (global)	 0.0161208	 0.0000374	 1.398290	 0.004562	 1.955215	 0.012757
RM	 0.0063629	 0.0000350	 3.542666	 0.021122	 12.550481	 0.149654
no cancel	 0.0072161	 0.0000164	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0065054	 0.0000149	 1.109248	 0.003573	 1.230432	 0.007926
both (global)	 0.0047492	 0.0000109	 1.519436	 0.004905	 2.308686	 0.014906
RM	 0.0018468	 0.0000084	 3.907372	 0.019817	 15.267559	 0.154862
no cancel	 0.0376286	 0.0000859	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0102645	 0.0000237	 3.665908	 0.011904	 13.438879	 0.087278
both (global)	 0.0073824	 0.0000170	 5.097090	 0.016514	 25.980326	 0.168345
RM	 0.0036054	 0.0000174	 10.436720	 0.055790	 108.925123	 1.164538
no cancel	 0.0242695	 0.0000562	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0089024	 0.0000208	 2.726172	 0.008965	 7.432016	 0.048880
both (global)	 0.0060470	 0.0000140	 4.013502	 0.013146	 16.108196	 0.105526
RM	 0.0027308	 0.0000128	 8.887345	 0.046455	 78.984904	 0.825731
no cancel	 0.0153317	 0.0000353	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0075997	 0.0000174	 2.017402	 0.006551	 4.069910	 0.026433
both (global)	 0.0051579	 0.0000118	 2.972474	 0.009640	 8.835600	 0.057310
RM	 0.0021831	 0.0000094	 7.022887	 0.034173	 49.320944	 0.479990
no cancel	 0.0107784	 0.0000245	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0067440	 0.0000152	 1.598215	 0.005121	 2.554293	 0.016369
both (global)	 0.0046159	 0.0000108	 2.335062	 0.007616	 5.452513	 0.035567
RM	 0.0017171	 0.0000082	 6.277017	 0.033270	 39.400946	 0.417667
no cancel	 0.0112742	 0.0000257	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0100165	 0.0000231	 1.125559	 0.003645	 1.266883	 0.008205
both (global)	 0.0072450	 0.0000167	 1.556137	 0.005036	 2.421563	 0.015672
RM	 0.0028444	 0.0000143	 3.963669	 0.021851	 15.710672	 0.173222
no cancel	 0.0219705	 0.0000506	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0202112	 0.0000473	 1.087050	 0.003570	 1.181677	 0.007761
both (global)	 0.0154667	 0.0000356	 1.420502	 0.004624	 2.017825	 0.013136
RM	 0.0066223	 0.0000346	 3.317669	 0.018937	 11.006928	 0.125656
no cancel	 0.0072570	 0.0000165	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0064094	 0.0000150	 1.132242	 0.003703	 1.281971	 0.008386
both (global)	 0.0046720	 0.0000107	 1.553280	 0.005011	 2.412679	 0.015567
RM	 0.0018673	 0.0000089	 3.886418	 0.020441	 15.104247	 0.158888
no cancel	 0.0392686	 0.0000898	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0083893	 0.0000194	 4.680779	 0.015239	 21.909694	 0.142662
both (global)	 0.0058223	 0.0000135	 6.744556	 0.021995	 45.489034	 0.296687
RM	 0.0029559	 0.0000137	 13.285040	 0.068854	 176.492276	 1.829465
no cancel	 0.0250359	 0.0000578	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0075456	 0.0000173	 3.317965	 0.010802	 11.008892	 0.071683
both (global)	 0.0051541	 0.0000119	 4.857429	 0.015831	 23.594616	 0.153793
RM	 0.0023013	 0.0000116	 10.878800	 0.060204	 118.348290	 1.309904
no cancel	 0.0159000	 0.0000362	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0065540	 0.0000149	 2.426003	 0.007802	 5.885490	 0.037855
both (global)	 0.0044749	 0.0000103	 3.553160	 0.011500	 12.624945	 0.081721
RM	 0.0018973	 0.0000089	 8.380168	 0.043633	 70.227224	 0.731303
no cancel	 0.0108301	 0.0000251	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0061235	 0.0000141	 1.768604	 0.005771	 3.127961	 0.020414
both (global)	 0.0041605	 0.0000095	 2.603092	 0.008478	 6.776089	 0.044138
RM	 0.0015871	 0.0000076	 6.823928	 0.036171	 46.565993	 0.493663
no cancel	 0.0118572	 0.0000273	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0103198	 0.0000235	 1.148973	 0.003722	 1.320139	 0.008553
both (global)	 0.0072100	 0.0000162	 1.644557	 0.005289	 2.704567	 0.017395
RM	 0.0027352	 0.0000142	 4.335114	 0.024634	 18.793212	 0.213583
no cancel	 0.0225292	 0.0000515	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0209551	 0.0000488	 1.075118	 0.003509	 1.155879	 0.007545
both (global)	 0.0159741	 0.0000361	 1.410355	 0.004535	 1.989101	 0.012793
RM	 0.0063629	 0.0000350	 3.540716	 0.021104	 12.536670	 0.149444
no cancel	 0.0072889	 0.0000167	 0.000000	 0.000000	 0.000000	 0.000000
shape (global)	 0.0064400	 0.0000148	 1.131831	 0.003671	 1.281041	 0.008310
both (global)	 0.0047171	 0.0000108	 1.545209	 0.005003	 2.387671	 0.015462
RM	 0.0018468	 0.0000084	 3.946836	 0.020060	 15.577513	 0.158349
